EUVD_ID,CVSS,Risk Level,Product,Vendor,Summary,Updated
EUVD-2024-23306,6.7,Medium,"FortiProxy, FortiOS, FortiSwitchManager, FortiOS, FortiPAM, FortiProxy, FortiOS, FortiOS, FortiProxy, FortiProxy, FortiOS, FortiSwitchManager, FortiProxy, FortiPAM, FortiOS, FortiProxy, FortiPAM, FortiProxy",Fortinet,"A stack-based buffer overflow in Fortinet FortiPAM version 1.2.0, 1.1.0 through 1.1.2, 1.0.0 through 1.0.3, FortiWeb, FortiAuthenticator, FortiSwitchManager version 7.2.0 through 7.2.3, 7.0.1 through 7.0.3, FortiOS version 7.4.0 through 7.4.3, 7.2.0 through 7.2.7, 7.0.0 through 7.0.14, 6.4.0 through 6.4.15, 6.2.0 through 6.2.16, 6.0.0 through 6.0.18, FortiProxy version 7.4.0 through 7.4.2, 7.2.0 through 7.2.9, 7.0.0 through 7.0.15, 2.0.0 through 2.0.13, 1.2.0 through 1.2.13, 1.1.0 through 1.1.6, 1.0.0 through 1.0.7 allows attacker to execute unauthorized code or commands via specially crafted packets.","May 1, 2025, 3:55:28 AM"
EUVD-2024-19368,1.7,Low,"FortiProxy, FortiOS, FortiProxy, FortiProxy, FortiOS, FortiOS, FortiOS, FortiProxy",Fortinet,"A use of password hash with insufficient computational effort vulnerability [CWE-916] affecting FortiOS version 7.4.3 and below, 7.2 all versions, 7.0 all versions, 6.4 all versions and FortiProxy version 7.4.2 and below, 7.2 all versions, 7.0 all versions, 2.0 all versions may allow a privileged attacker with super-admin profile and CLI access to decrypting the backup file.","May 1, 2025, 3:55:28 AM"
EUVD-2023-50904,6.3,Medium,"FortiOS, FortiOS, FortiOS, FortiOS, FortiOS, FortiOS",Fortinet,A stack-based buffer overflow in Fortinet FortiOS version 7.4.0 through 7.4.1 and 7.2.0 through 7.2.7 and 7.0.0 through 7.0.12 and 6.4.6 through 6.4.15 and 6.2.9 through 6.2.16 and 6.0.13 through 6.0.18 allows attacker to execute unauthorized code or commands via specially crafted CLI commands.,"May 1, 2025, 3:55:28 AM"
EUVD-2023-29551,9.3,Critical,"FortiOS, FortiOS, FortiOS-6K7K, FortiOS, FortiProxy, FortiProxy, FortiOS-6K7K, FortiAnalyzer, FortiOS, FortiManager, FortiWeb, FortiAnalyzer, FortiAnalyzer, FortiWeb, FortiOS-6K7K, FortiOS-6K7K, FortiProxy, FortiWeb, FortiManager, FortiManager, FortiWeb, FortiOS-6K7K, FortiOS, FortiWeb, FortiProxy, FortiManager, FortiOS-6K7K, FortiManager, FortiWeb, FortiOS, FortiOS-6K7K, FortiOS-6K7K, FortiOS-6K7K, FortiSwitchManager, FortiOS, FortiAnalyzer, FortiProxy, FortiAnalyzer, FortiOS, FortiOS, FortiOS-6K7K, FortiSwitchManager",Fortinet,"A buffer underwrite ('buffer underflow') vulnerability in the administrative interface of Fortinet FortiOS version 7.2.0 through 7.2.3, version 7.0.0 through 7.0.6, version 6.4.0 through 6.4.11 and version 6.2.12 and below, FortiProxy version 7.2.0 through 7.2.2, version 7.0.0 through 7.0.8, version 2.0.12 and below and FortiOS-6K7K version 7.0.5, version 6.4.0 through 6.4.10 and version 6.2.0 through 6.2.10 and below allows a remote unauthenticated attacker to execute arbitrary code or commands via specifically crafted requests.","Mar 24, 2025, 6:42:44 PM"
EUVD-2025-7234,4.7,Medium,"FortiOS, FortiOS",Fortinet,"An improper neutralization of input during web page generation vulnerability [CWE-79] in FortiOS 6.4.1 and below, 6.2.9 and below may allow a remote unauthenticated attacker to either redirect users to malicious websites via a crafted ""Host"" header or to execute JavaScript code in the victim's browser context. This happens when the FortiGate has web filtering and category override enabled/configured.","Mar 21, 2025, 4:22:17 PM"
EUVD-2025-3725,8.1,High,"FortiProxy, FortiOS, FortiProxy",Fortinet,"An Authentication Bypass Using an Alternate Path or Channel vulnerability [CWE-288] affecting FortiOS 7.0.0 through 7.0.16 and FortiProxy 7.2.0 through 7.2.12, 7.0.0 through 7.0.19 may allow a remote attacker to gain super-admin privileges via crafted CSF proxy requests.","Mar 19, 2025, 9:30:44 PM"
EUVD-2019-16255,5.2,Medium,FortiOS,Fortinet,"An Improper Neutralization of Input vulnerability affecting FortiGate version 6.2.0 through 6.2.1, 6.0.0 through 6.0.6 in the hostname parameter of a DHCP packet under DHCP monitor page may allow an unauthenticated attacker in the same network as the FortiGate to perform a Stored Cross Site Scripting attack (XSS) by sending a crafted DHCP packet.","Mar 17, 2025, 5:56:56 PM"
EUVD-2025-6592,4.0,Medium,"FortiOS, FortiProxy, FortiProxy, FortiOS, FortiOS",Fortinet,"An improper neutralization of input during web page generation in the SSL VPN portal of FortiProxy version 2.0.0, version 1.2.9 and below and FortiOS version 6.2.1 and below, version 6.0.8 and below, version 5.6.12 may allow a remote authenticated attacker to perform a stored cross site scripting attack (XSS).","Mar 17, 2025, 1:53:31 PM"
EUVD-2020-21392,4.9,Medium,"FortiOS, FortiOS",Fortinet,"An exposure of sensitive information to an unauthorized actor vulnerability in FortiOS version 6.2.4 and below, version 6.0.10 and belowmay allow remote authenticated actors to read the SSL VPN events log entries of users in other VDOMs by  executing ""get vpn ssl monitor"" from the CLI. The sensitive data includes usernames, user groups, and IP address.","Mar 17, 2025, 1:32:38 PM"
EUVD-2024-23302,6.9,Medium,"FortiOS, FortiProxy, FortiOS, FortiProxy, FortiOS, FortiOS, FortiProxy",Fortinet,"An improper neutralization of input during web page Generation vulnerability [CWE-79] in FortiOS version 7.4.3 and below, version 7.2.7 and below, version 7.0.13 and below and FortiProxy version 7.4.3 and below, version 7.2.9 and below, version 7.0.16 and below web SSL VPN UI may allow a remote unauthenticated attacker to perform a Cross-Site Scripting attack via a malicious samba server.","Mar 14, 2025, 1:09:27 PM"
EUVD-2024-50308,8.8,High,"Policy Secure, Connect Secure",Ivanti,A use-after-free in Ivanti Connect Secure before version 22.7R2.3 and 9.1R18.9   and Ivanti Policy Secure before version 22.7R1.2 allows a remote authenticated attacker to achieve remote code execution,"Mar 13, 2025, 3:31:10 PM"
EUVD-2024-54211,7.0,High,"FortiProxy, FortiOS, FortiPAM, FortiWeb, FortiPAM, FortiPAM, FortiPAM, FortiSRA, FortiWeb, FortiOS, FortiProxy, FortiWeb, FortiPAM, FortiOS, FortiProxy, FortiOS, FortiProxy, FortiWeb, FortiOS",Fortinet,"A use of externally-controlled format string vulnerability [CWE-134] in FortiOS version 7.4.0 through 7.4.4, version 7.2.0 through 7.2.9, version 7.0.0 through 7.0.15 and before 6.4.15, FortiProxy version 7.4.0 through 7.4.6, version 7.2.0 through 7.2.12 and before 7.0.19, FortiPAM version 1.4.0 through 1.4.2 and before 1.3.1, FortiSRA version 1.4.0 through 1.4.2 and before 1.3.1 and FortiWeb version 7.4.0 through 7.4.5, version 7.2.0 through 7.2.10 and before 7.0.10 allows a privileged attacker to execute unauthorized code or commands via specially crafted HTTP or HTTPS commands.","Mar 12, 2025, 4:00:50 AM"
EUVD-2024-52819,9.6,Critical,"FortiOS, FortiProxy, FortiProxy",Fortinet,An Authentication Bypass Using an Alternate Path or Channel vulnerability [CWE-288] affecting FortiOS version 7.0.0 through 7.0.16 and FortiProxy version 7.0.0 through 7.0.19 and 7.2.0 through 7.2.12 allows a remote attacker to gain super-admin privileges via crafted requests to Node.js websocket module.,"Jan 23, 2025, 4:55:42 AM"
EUVD-2022-28514,4.1,Medium,"FortiMail, FortiSwitch, FortiOS, FortiAuthenticator, FortiADC, FortiADC, FortiSOAR, FortiTester, FortiNDR, FortiSOAR, FortiManager, FortiManager, FortiSOAR, FortiVoice, FortiAnalyzer, FortiADC, FortiDDoS, FortiDDoS-F, FortiTester, FortiTester, FortiTester, FortiTester, FortiNDR, FortiWLC, FortiMail, FortiDDoS, FortiAuthenticator, FortiProxy, FortiRecorder, FortiOS, FortiManager, FortiRecorder, FortiProxy, FortiAnalyzer, FortiTester, FortiADC, FortiNDR, FortiDDoS, FortiADC, FortiAnalyzer, FortiMail, FortiManager, FortiSwitch, FortiOS, FortiDDoS, FortiAuthenticator, FortiMail, FortiDDoS, FortiNDR, FortiDDoS-F, FortiAuthenticator, FortiNDR, FortiWLC, FortiRecorder, FortiADC, FortiWLC, FortiTester, FortiNDR, FortiMail, FortiDDoS, FortiAnalyzer, FortiADC, FortiTester, FortiADC, FortiOS, FortiDDoS, FortiAuthenticator, FortiWLC, FortiSwitch, FortiAnalyzer, FortiNDR, FortiAuthenticator, FortiVoice, FortiTester, FortiPortal, FortiTester, FortiTester, FortiAuthenticator, FortiProxy, FortiRecorder, FortiAuthenticator, FortiOS, FortiSwitch, FortiAuthenticator, FortiSOAR, FortiVoice, FortiDDoS-F, FortiOS, FortiManager, FortiTester, FortiADC, FortiAuthenticator, FortiDDoS, FortiProxy, FortiTester, FortiMail, FortiProxy, FortiNDR, FortiDDoS",Fortinet,"A externally controlled reference to a resource in another sphere in Fortinet FortiManager before version 7.4.3, FortiMail before version 7.0.3, FortiAnalyzer before version 7.4.3, FortiVoice version 7.0.0, 7.0.1 and before 6.4.8, FortiProxy before version 7.0.4, FortiRecorder version 6.4.0 through 6.4.2 and before 6.0.10, FortiAuthenticator version 6.4.0 through 6.4.1 and before 6.3.3, FortiNDR version 7.2.0 before 7.1.0, FortiWLC before version 8.6.4, FortiPortal before version 6.0.9, FortiOS version 7.2.0 and before 7.0.5, FortiADC version 7.0.0 through 7.0.1 and before 6.2.3 , FortiDDoS before version 5.5.1, FortiDDoS-F before version 6.3.3, FortiTester before version 7.2.1, FortiSOAR before version 7.2.2 and FortiSwitch before version 6.3.3 allows attacker to poison web caches via crafted HTTP requests, where the `Host` header points to an arbitrary webserver","Jan 22, 2025, 2:21:36 PM"
EUVD-2024-43232,7.1,High,"FortiOS, FortiProxy, FortiOS, FortiProxy, FortiOS, FortiOS, FortiProxy, FortiOS, FortiProxy, FortiProxy, FortiProxy, FortiManager, FortiProxy, FortiManager",Fortinet,"A improper limitation of a pathname to a restricted directory ('path traversal') in Fortinet FortiManager versions 7.6.0 through 7.6.1, 7.4.1 through 7.4.3, FortiOS versions 7.6.0, 7.4.0 through 7.4.4, 7.2.5 through 7.2.9, 7.0.0 through 7.0.15, 6.4.0 through 6.4.15, FortiProxy 7.4.0 through 7.4.5, 7.2.0 through 7.2.11, 7.0.0 through 7.0.18, 2.0.0 through 2.0.14, 1.2.0 through 1.2.13, 1.1.0 through 1.1.6, 1.0.0 through 1.0.7, FortiManager Cloud versions 7.4.1 through 7.4.3 allows attacker to trigger an escalation of privilege via specially crafted packets.","Jan 16, 2025, 4:15:35 PM"
EUVD-2025-4556,9.1,Critical,"Connect Secure, Policy Secure",Ivanti,External control of a file name in Ivanti Connect Secure before version 22.7R2.4 and Ivanti Policy Secure before version 22.7R1.3 allows a remote authenticated attacker with admin privileges to write arbitrary files.,"Feb 21, 2025, 3:51:34 PM"
EUVD-2025-1580,9.0,Critical,"Connect Secure, Neurons for ZTA gateways, Policy Secure",Ivanti,"A stack-based buffer overflow in Ivanti Connect Secure before version 22.7R2.5, Ivanti Policy Secure before version 22.7R1.2, and Ivanti Neurons for ZTA gateways before version 22.7R2.3 allows a remote unauthenticated attacker to achieve remote code execution.","Feb 20, 2025, 10:30:58 PM"
EUVD-2024-42217,4.8,Medium,"FortiOS, FortiOS, FortiOS, FortiOS, FortiOS",Fortinet,"An allocation of resources without limits or throttling [CWE-770] vulnerability in FortiOS versions 7.6.0, versions 7.4.4 through 7.4.0, 7.2 all versions, 7.0 all versions, 6.4 all versions may allow a remote unauthenticated attacker to prevent access to the GUI via specially crafted requests directed at specific endpoints.","Feb 18, 2025, 9:39:30 PM"
EUVD-2024-36358,6.2,Medium,"FortiOS, FortiOS, FortiOS, FortiOS",Fortinet,"An out-of-bounds read vulnerability [CWE-125] in FortiOS SSLVPN web portal versions 7.4.0 through 7.4.4, versions 7.2.0 through 7.2.8, 7.0 all verisons, and 6.4 all versions may allow an authenticated attacker to perform a denial of service on the SSLVPN web portal via a specially crafted URL.","Feb 18, 2025, 9:38:19 PM"
EUVD-2025-4981,8.0,High,"FortiOS, FortiOS, FortiOS, FortiOS, FortiOS",Fortinet,"An incorrect privilege assignment vulnerability [CWE-266] in Fortinet FortiOS version 7.6.0, 7.4.0 through 7.4.4, 7.2.0 through 7.2.9 and before 7.0.15 allows an authenticated admin whose access profile has the Security Fabric permission to escalate their privileges to super-admin by connecting the targetted FortiGate to a malicious upstream FortiGate they control.","Feb 14, 2025, 4:55:21 AM"
EUVD-2025-4982,7.7,High,"FortiOS, FortiOS",Fortinet,"A stack-based buffer overflow [CWE-121] vulnerability in Fortinet FortiOS version 7.2.4 through 7.2.8 and version 7.4.0 through 7.4.4 allows a remote unauthenticated attacker to execute arbitrary code or commands via crafted UDP packets through the CAPWAP control, provided the attacker were able to evade FortiOS stack protections and provided the fabric service is running on the exposed interface.","Feb 14, 2025, 4:55:19 AM"
EUVD-2025-4985,9.1,Critical,"Policy Secure, Connect Secure",Ivanti,Code injection in Ivanti Connect Secure before version 22.7R2.4 and Ivanti Policy Secure before version 22.7R1.3 allows a remote authenticated attacker with admin privileges to achieve remote code execution.,"Feb 13, 2025, 4:55:16 AM"
EUVD-2025-2777,9.9,Critical,Connect Secure,Ivanti,A stack-based buffer overflow in Ivanti Connect Secure before version 22.7R2.6 allows a remote authenticated attacker to achieve remote code execution.,"Feb 13, 2025, 4:55:15 AM"
EUVD-2023-45275,6.3,Medium,"FortiPAM, FortiOS, FortiProxy, FortiProxy, FortiOS, FortiSwitchManager, FortiOS, FortiPAM, FortiProxy, FortiSwitchManager, FortiOS, FortiProxy, FortiProxy, FortiOS",Fortinet,"A use of externally-controlled format string vulnerability [CWE-134] in Fortinet FortiOS version 7.4.0 through 7.4.1 and before 7.2.6, FortiProxy version 7.4.0 and before 7.2.7, FortiPAM version 1.1.2 and before 1.0.3, FortiSwitchManager version 7.2.0 through 7.2.2 and before 7.0.2 allows a privileged attacker to execute arbitrary code or commands via specially crafted requests.","Feb 12, 2025, 3:52:51 PM"
EUVD-2024-51761,6.0,Medium,"Policy Secure, Connect Secure",Ivanti,Cleartext storage of information in Ivanti Connect Secure before version 22.7R2.6 and Ivanti Policy Secure before version 22.7R1.3 allows a local authenticated attacker with admin privileges to read sensitive data.,"Feb 11, 2025, 4:00:53 PM"
EUVD-2024-51760,6.0,Medium,"Connect Secure, Policy Secure",Ivanti,A hardcoded key in Ivanti Connect Secure before version 22.7R2.3 and Ivanti Policy Secure before version 22.7R1.3 allows a local authenticated attacker with admin privileges to read sensitive data.,"Feb 11, 2025, 4:00:24 PM"
EUVD-2024-51757,6.1,Medium,"Policy Secure, Connect Secure",Ivanti,Reflected XSS in Ivanti Connect Secure before version 22.7R2.6 and Ivanti Policy Secure before version 22.7R1.3 allows a remote unauthenticated attacker to obtain admin privileges. User interaction is required.,"Feb 11, 2025, 3:35:20 PM"
EUVD-2024-50563,6.8,Medium,"Policy Secure, Connect Secure",Ivanti,External control of a file name in Ivanti Connect Secure before version 22.7R2.6 and Ivanti Policy Secure before version 22.7R1.3 allows a remote authenticated attacker with admin privileges to read arbitrary files.,"Feb 11, 2025, 3:35:20 PM"
EUVD-2024-29943,2.1,Low,"FortiOS, FortiOS, FortiOS, FortiOS",Fortinet,A storing passwords in a recoverable format in Fortinet FortiOS versions 7.2.0 through 7.2.1 allows attacker to information disclosure via modification of LDAP server IP to point to a malicious server.,"Apr 8, 2025, 2:32:01 PM"
EUVD-2023-41783,6.7,Medium,"FortiProxy, FortiProxy, FortiOS, FortiOS, FortiOS, FortiOS",Fortinet,"Multiple issues including the use of uninitialized ressources [CWE-908] and excessive iteration [CWE-834] vulnerabilities in Fortinet FortiOS SSL VPN webmode version 7.4.0, version 7.2.0 through 7.2.5, version 7.0.1 through 7.0.11 and version 6.4.7 through 6.4.14 and Fortinet FortiProxy SSL VPN webmode version 7.2.0 through 7.2.6 and version 7.0.0 through 7.0.12 allows a VPN user to corrupt memory potentially leading to code or commands execution via specifically crafted requests.","Apr 8, 2025, 2:27:09 PM"
EUVD-2024-23309,7.1,High,"FortiManager, FortiManager, FortiOS, FortiProxy, FortiManager, FortiProxy, FortiOS, FortiManager, FortiManager, FortiOS, FortiProxy, FortiProxy, FortiOS, FortiOS",Fortinet,"A improper restriction of communication channel to intended endpoints vulnerability [CWE-923] in Fortinet FortiOS version 7.4.0 through 7.4.4, 7.2.0 through 7.2.8, 7.0.0 through 7.0.15, 6.4.0 through 6.4.15 and before 6.2.16, Fortinet FortiProxy version 7.4.0 through 7.4.2, 7.2.0 through 7.2.9 and before 7.0.15, Fortinet FortiManager version 7.4.0 through 7.4.2, 7.2.0 through 7.2.4, 7.0.0 through 7.0.11, 6.4.0 through 6.4.14 and before 6.2.13, Fortinet FortiAnalyzer version 7.4.0 through 7.4.2, 7.2.0 through 7.2.4, 7.0.0 through 7.0.11, 6.4.0 through 6.4.14 and before 6.2.13, Fortinet FortiVoice version 7.0.0 through 7.0.2 before 6.4.8 and Fortinet FortiWeb before 7.4.2 may allow an unauthenticated attacker in a man-in-the-middle position to impersonate the management device (FortiCloud server or/and in certain conditions, FortiManager), via intercepting the FGFM authentication request between the management device and the managed device","Apr 8, 2025, 2:24:44 PM"
EUVD-2025-10305,3.0,Low,"FortiAnalyzer, FortiWeb, FortiOS, FortiVoice, FortiAnalyzer, FortiAnalyzer, FortiWeb, FortiOS, FortiVoice, FortiOS, FortiWeb, FortiAnalyzer, FortiVoice, FortiOS, FortiAnalyzer, FortiOS",Fortinet,"A improper restriction of communication channel to intended endpoints vulnerability [CWE-923] in Fortinet FortiOS version 7.4.0 through 7.4.3, 7.2.0 through 7.2.7, 7.0.0 through 7.0.14, 6.4.0 through 6.4.15 and 6.2.0 through 6.2.16, Fortinet FortiProxy version 7.4.0 through 7.4.2, 7.2.0 through 7.2.9, 7.0.0 through 7.0.15 and 2.0.0 through 2.0.14, Fortinet FortiManager version 7.4.0 through 7.4.2, 7.2.0 through 7.2.4, 7.0.0 through 7.0.11, 6.4.0 through 6.4.14 and 6.2.0 through 6.2.13, Fortinet FortiAnalyzer version 7.4.0 through 7.4.2, 7.2.0 through 7.2.4, 7.0.0 through 7.0.11, 6.4.0 through 6.4.14 and 6.2.0 through 6.2.13, Fortinet FortiVoice version 7.0.0 through 7.0.2, 6.4.0 through 6.4.8 and 6.0.0 through 6.0.12 and Fortinet FortiWeb version 7.4.0 through 7.4.2, 7.2.0 through 7.2.10, 7.0.0 through 7.0.10 allows an unauthenticated attacker in a man-in-the-middle position to impersonate the management device (FortiCloud server or/and in certain conditions, FortiManager), via intercepting the FGFM authentication request between the management device and the managed device","Apr 8, 2025, 2:22:56 PM"
EUVD-2024-33604,6.1,Medium,"Connect Secure, Policy Secure",Ivanti,Reflected XSS in Ivanti Connect Secure before version 22.7R2.1 and Ivanti Policy Secure before version 22.7R1.1 allows a remote unauthenticated attacker to obtain admin privileges. User interaction is required.,"Apr 4, 2025, 2:34:21 PM"
EUVD-2025-9646,9.0,Critical,"Neurons for ZTA gateways, Connect Secure, Policy Secure",Ivanti,"A stack-based buffer overflow in Ivanti Connect Secure before version 22.7R2.6, Ivanti Policy Secure before version 22.7R1.4, and Ivanti ZTA Gateways before version 22.8R2.2 allows a remote unauthenticated attacker to achieve remote code execution.","Apr 24, 2025, 3:55:16 AM"
EUVD-2024-19376,9.6,Critical,"FortiOS, FortiOS, FortiProxy, FortiProxy, FortiOS, FortiOS, FortiProxy, FortiProxy, FortiOS, FortiProxy, FortiProxy, FortiOS, FortiProxy, FortiOS, FortiProxy",Fortinet,"A out-of-bounds write in Fortinet FortiOS versions 7.4.0 through 7.4.2, 7.2.0 through 7.2.6, 7.0.0 through 7.0.13, 6.4.0 through 6.4.14, 6.2.0 through 6.2.15, 6.0.0 through 6.0.17, FortiProxy versions 7.4.0 through 7.4.2, 7.2.0 through 7.2.8, 7.0.0 through 7.0.14, 2.0.0 through 2.0.13, 1.2.0 through 1.2.13, 1.1.0 through 1.1.6, 1.0.0 through 1.0.7 allows attacker to execute unauthorized code or commands via specifically crafted requests","Apr 24, 2025, 3:49:22 PM"
